openalex_id,doi,title,year,journal,cited_by
W7165557136,10.1109/access.2026.3706113,Modulating Auditory Looming Perception via Dynamic Frequency Shifting to Enhance Pedestrian Situation Awareness,2026,IEEE Access,0
W4414119503,10.1108/aaaj-08-2025-299,Sent to Coventry! Creatively (re)capturing accounting’s purpose,2025,Accounting Auditing & Accountability Journal,1
W7161623476,10.3390/app16104965,Experimental Design and Practice of Vehicle Cabins Based on Passenger Comfort Evaluation,2026,Applied Sciences,0
W4413799363,10.3389/fpsyt.2025.1574944,“Hell is other people”. Schizophrenia and urbanicity in the light of predictive coding theory,2025,Frontiers in Psychiatry,0
W564887431,,VEHICLE NOISE NUISANCE IN RESIDENTIAL AREAS OF TOWNS AT NIGHT,1977,Kampf dem Laerm,0
W9947628,10.1103/physrevb.39.9028,The Effects of Anthropogenic Ambient Noise and Habitat Vegetation on Common Yellowthroat Song,2008,"Physical review. B, Condensed matter",0
W2295587549,10.1093/eurheartj/ehv540,Neglected cardiovascular risk factors,2015,European Heart Journal,0
W4226153113,10.1097/01.hj.0000827584.62326.50,‘Safe’ Noise Harms the Brain,2022,The Hearing Journal,0
W1604101854,10.1080/1023697x.2010.10668203,Improved Adaptive Noise Cancellation Using Allpass IIR Filter Banks,2010,HKIE Transactions,0
W4250397160,10.5325/preternature.5.2.0247,"<i>Damnable Practises: Witches, Dangerous Women, and Music in Seventeenth-Century English Broadside Ballads</i> (Sarah F. Williams)",2016,Preternature Critical and Historical Studies on the Preternatural,0
W3205333227,10.24115/s2446-6220202173d1736p.440-449,The relation between social actions and auditory music basket of iranian citizens case study: Tehran and Karaj citizens in 2013,2021,LAPLAGE EM REVISTA,0
W1995609696,10.1155/2014/613463,Lyapunov-Based Controller for a Class of Stochastic Chaotic Systems,2014,Applied Computational Intelligence and Soft Computing,0
W4415447789,10.1016/j.envint.2025.109876,The “things” we adjust for in greenness epidemiology: relationships between greenness and lifestyle and environmental factors in the Swedish SCAPIS cohort,2025,Environment International,0
W7118075477,10.4103/nah.nah_149_25,"Audiological Symptoms Experienced by Taxi Drivers at Two Taxi Ranks in Johannesburg, South Africa",2025,Noise and Health,0
W7169839677,10.20885/ambr.vol6.iss2.art6,From sensory impressions to revisit intention: Multisensory tourism experiences in East Java’s tourism villages,2026,Asian Management and Business Review,0
W3023486694,10.22459/ireh.06.01.2020.02,‘The madding Wheeles of brazen Chariots rag’d; dire was the noise’: Motoring and the environment in New Zealand before the Second World War,2020,International Review of Environmental History,0
W4412671283,10.1186/s13750-025-00368-3,What is the evidence for the impacts of airborne anthropogenic noise on wildlife? A systematic map update,2025,Environmental Evidence,0
W642598051,,Noise reduction by intelligent materials - the IP InMAR,2006,"TRA - TRANSPORT RESEARCH ARENA EUROPE 2006: GOETEBORG, SWEDEN, JUNE 12TH-15TH 2006: GREENER, SAFER AND SMARTER ROAD TRANSPORT FOR EUROPE. PROCEEDINGS",0
W4246012862,10.1016/0030-3992(85)90124-0,Fibre optic gyroscopes and monomode optical components,1985,Optics & Laser Technology,0
W7128703423,10.1002/pol.20251169,Bio‐Based Multilayer Composites Based on Blended Electrospun Fibers and <i>Luffa Cylindrica</i> for Enhanced Low‐Frequency Noise Absorption,2026,Journal of Polymer Science,0
W7166810236,10.1097/aud.0000000000001865,Cultural Differences in Listening Environments Between Hispanic and White Non-Hispanic Cochlear Implant Users,2026,Ear and Hearing,0
W3010058492,10.21009/ijeem.052.03,Pengaruh Locus of Control dan Kepribadian (Personality) Terhadap Keinginan Untuk Bertindak (Intention to Act) Siswa,2020,IJEEM - Indonesian Journal of Environmental Education and Management,0
W3149001720,10.1093/isle/isab024,Multispecies Emergent Textualities: Writing and Reading in Ecologies of Selves,2021,ISLE Interdisciplinary Studies in Literature and Environment,3
W4387891626,10.1093/sleepadvances/zpad035.049,O049 A Quantitative EEG Analysis of Overnight Noise Exposure Effects on Sleep– A Laboratory Study,2023,SLEEP Advances,0
W7133535238,10.1007/s10291-026-02035-7,Optimized random pursuit strategy for enhancing predictability of on-board atomic clocks,2026,GPS Solutions,0
W7165676195,10.1016/j.jclepro.2026.148790,"Measurement, Evaluation and Parametric Analysis of Acoustical Characteristics of Vegetative Species for Noise Control Applications",2026,Journal of Cleaner Production,0
W4415899985,10.1016/j.jobe.2025.114546,Acoustic modelling of textile fibre reinforced mortars and their sound absorption performance,2025,Journal of Building Engineering,0
W4414609456,10.5937/straman2500007v,Identifying segments of consumers willing to buy an electric car using Choice Based Conjoint method,2025,Strategic Management,0
W4323310352,10.1162/comj_e_00622,News,2021,Computer Music Journal,0
W4405965693,10.1108/ijbpa-03-2024-0059,Summer-time performance of Finnish housing: POE of five apartments,2024,International Journal of Building Pathology and Adaptation,0
W4391470381,10.13057/biodiv/d241144,Sound management strategies in swiftlet ranching from Southern Thailand,2023,Biodiversitas Journal of Biological Diversity,0
W4309606877,10.5406/23300841.67.4.29,Books Briefly,2022,The Polish Review,0
W2623305046,,Seafloor geodesy: Measuring surface deformation and strain-build up,2017,The EGU General Assembly,0
W4390200226,10.1002/alz.080171,Multimodal music therapy intervention for engagement and agitation reduction for persons with severe dementia: Study protocol of a pilot randomized cross‐over trial,2023,Alzheimer s & Dementia,0
W2558535430,10.12697/bjah.2016.11.03,Meremotiiv üleva pildikeeles: paari näitega eesti luulest,2016,Baltic Journal of Art History,0
W7126095744,10.5406/23300841.71.1.16,Violent Space: The Jewish Ghetto in Warsaw,2026,The Polish Review,0
W7130976295,10.1108/intr-03-2024-0475,"The impact of online atmosphere on virtual visit experience, healing effects and mental well-being: a mixed methods approach",2026,Internet Research,0
W4407144853,10.14569/ijacsa.2025.0160158,Enhancement of Coastline Video Monitoring System Using Structuring Element Morphological Operations,2025,International Journal of Advanced Computer Science and Applications,0
W1971117117,10.1016/j.aorn.2014.04.009,"10 Years In, Why Time Out Still Matters",2014,AORN Journal,1
W4387441078,10.1111/jfb.15545,The challenges faced by fish in a dynamic world,2023,Journal of Fish Biology,0
W914670059,,Sounds like garbage: Paddling through an imaginary island of trash toward a new sonic ecology,2014,Social alternatives,0
W4252523390,10.1353/jml.2000.0010,Editor's Introduction,2000,Journal of Modern Literature,0
W4385190241,10.1215/15525864-10462467,"Sacral Sound, Unbearable Noise, and Cairene Masculinities",2023,Journal of Middle East Women s Studies,0
W4404130682,10.5406/19452349.41.3.04,Wagner on the Midway: Reassessing Sonic Divisions at the 1893 World's Columbian Exposition,2023,American Music,0
W4385190241,10.1215/15525864-10462467,"Sacral Sound, Unbearable Noise, and Cairene Masculinities",2023,Journal of Middle East Women s Studies,0
W4406774433,10.47116/apjcri.2025.01.31,Noise Analysis of Different Duct Geometries To Identify Optimal Noise Reduction Ducts,2025,Asia-pacific Journal of Convergent Research Interchange,0
W7138897821,10.56975/ijsdr.v11i2.307987,Predictive Analytics Based AI Framework for Enhancing Solar Panel Efficiency,2026,International Journal of Scientific Development and Research,0
W1996391254,10.1353/jjq.2012.0047,"“ Joycencore rearrived / or lots of fun again”: The Seventeenth Annual Trieste Joyce School Trieste, Italy, 30 June–6 July 2013",2012,James Joyce quarterly,0
W4239597957,10.1093/auk/ukz072,100 Years Ago in the American Ornithologists’ Union,2019,The Auk,0
W2570333371,10.1093/jaarel/lfw080,<i>Greek Orthodox Music in Ottoman Istanbul: Nation and Community in the Era of Reform</i> . By Merih Erol,2017,Journal of the American Academy of Religion,0
W4403815344,10.1093/eurpub/ckae144.1089,Nocturnal Artificial Light Exposure in Expectant Mothers and Risk of Congenital Glaucoma,2024,European Journal of Public Health,0
W4388884184,10.1353/cwe.2023.a912410,Animal Histories of the Civil War Era ed. by Earl J. Hess (review),2023,The Journal of the Civil War Era,0
W2151929688,10.1044/hhdc15.1.10,Treatment of Auditory Processing Disorders in Adolescents,2005,Perspectives on Hearing and Hearing Disorders in Childhood,0
W4389507162,10.1353/tfr.2023.a914266,Gender and the Spatiality of Blackness in Contemporary AfroFrench Narratives by Polo B. Moji (review),2023,The French review,0
W219819683,,Hou Hsiao-Hsien's Cafe Lumiere,2005,Cineaction!,0
W2763808104,10.1353/mwr.2017.0077,Craft Beer in the Heartland,2017,Middle West review,0
W267973258,,Growth for Tiffany & Co.(Instructor's Note),2004,Journal of the International Academy of Case Studies,0
W1591478946,,Growth for Tiffany & Co,2004,Journal of the International Academy of Case Studies,0
W4362509260,10.1353/mis.2023.0011,"House Hunting, and: Perhaps This Is a Prayer, and: Bastille Day in Paris, 2022, and: Blue Notes, and: Even Now, after All These Years",2023,The Missouri review,0
W7126193226,10.1002/oa.70082,Human–Bird Interactions Through Time: Proceedings of the 11th ICAZ Bird Working Group Meeting,2026,International Journal of Osteoarchaeology,0
W4205375565,10.1353/ohq.2003.0050,Affiliate Spotlight: Tamástslikt Cultural Institute,2003,Oregon Historical Quarterly,0
W1987986552,10.1642/auk-13-240.1,"Paul C. Mundinger, 1934–2011",2014,The Auk,0
W7114911672,10.1016/j.nxsust.2025.100230,Upcycling end-of-life high-density polyethylene shampoo bottles and jute caddies into multilayer composite panels for sound insulation and multifunctional applications,2025,Next Sustainability,0
W2089492214,10.1097/00001888-200504000-00021,An Introduction to Foreign Health Care,2005,Academic Medicine,0
W397157168,,Numerical studies on Aero-acoustic Phenomena Associated with Wall-bounded Shear Flow,2010,Medical Entomology and Zoology,0
W3024585286,10.1525/jsmg.2020.1.2.84,"<i>Popular Music in the Nostalgia Video Game: The Way It Never Sounded</i>, by Andra Ivănescu",2020,Journal of Sound and Music in Games,0
W4205710274,10.1353/wlt.2019.0061,Agustín Fernández MalloThe Nocilla Trilogy,2019,World Literature Today,0
W4205845270,10.1353/wlt.2019.0058,Christine WunnickeThe Fox and Dr. Shimamura,2019,World Literature Today,0
W4404875845,10.1108/whatt-12-2024-238,"Reflections: Sustainability, smart tourism destinations and evolving visitor preferences",2024,Worldwide Hospitality and Tourism Themes,0
W7163181152,10.1525/res.2026.7.2.181,Interlude,2026,Resonance The Journal of Sound and Culture,0
W4386057383,10.5325/jmedirelicult.49.2.0260,Encountering The Book of Margery Kempe,2023,The Journal of Medieval Religious Cultures,0
W3127409686,10.1097/01.hj.0000734216.39465.d2,"Underreported Hearing Aid Problems: No news is good news, right? Wrong!",2021,The Hearing Journal,0
W2729144924,10.1097/01.hj.0000521763.31237.16,Evolutionary Perspective of Cochlear Amplification and NIHL,2017,The Hearing Journal,0
W4408422083,10.5406/15549399.57.4.07,Don't Worry . . . Bee Happy,2024,Dialogue A Journal of Mormon Thought,0
W4415757253,10.4037/ajcc2025625,Exploring the Effects of Virtual Reality on the Patient Experience in Adult and Pediatric Intensive Care,2025,American Journal of Critical Care,0
W4236519667,10.1097/01.hj.0000360856.40443.f6,MANUFACTURERS NEWS,2009,The Hearing Journal,0
W4243302609,10.1111/j.1468-0394.2009.00556_1.x,Wellcome Trust: we want the missing manual for the brain,2010,Expert Systems,0
W4233441919,10.1111/j.1468-0394.2010.00556_4.x,In this issue,2010,Expert Systems,0
W4378388256,10.1111/var.12292,Bela: Sensory Ethnography,2023,Visual Anthropology Review,0
W2406866639,10.1215/0041462x-3485104,"<i>Young Eliot: From St. Louis to “The Waste Land,”</i> by Robert Crawford",2016,Twentieth Century Literature,0
W2795417481,10.1249/fit.0000000000000356,Facility Layout and Maintenance Concerns,2018,ACSMʼs Health & Fitness Journal,1
W4236447109,10.5325/eugeoneirevi.36.2.0235,Anna Christie,2015,The Eugene O Neill Review,0
W4409049876,10.5406/15549399.58.1.14,Invigorating the Latter-day Saint Pioneer Woman Narrative,2025,Dialogue A Journal of Mormon Thought,0
W4310952894,10.1093/eurheartj/ehac715,Too hot to handle? The effects of extreme heat on cardiovascular health,2022,European Heart Journal,0
W4238823231,10.1017/s0261444806223851,Language learning,2006,Language Teaching,0
W4405498369,10.1097/01.hj.0001094988.49033.64,Situations Avoided by People with Hyperacusis,2024,The Hearing Journal,0
W2971605993,10.1525/jpms.2019.313006,"Feminizing Rock Culture: A Revisit of Norma Coates’s “Teenyboppers, Groupies, and Other Grotesques”",2019,Journal of Popular Music Studies,0
W3022025166,10.1002/lob.10374,Connecting the Public to Science through Wonder,2020,Limnology and Oceanography Bulletin,0
W2796745281,10.1525/jams.2018.71.1.268,"Review: In Search of Julián Carrillo and Sonido 13, by Alejandro L. Madrid",2018,Journal of the American Musicological Society,0
W4402229617,10.1111/mms.13172,Roger Payne 1935–2023,2024,Marine Mammal Science,0
W4205450634,10.5325/thorntonwilderj.2.2.0239,"The Alcestiad, Magis Theatre Company, New York, New York",2021,Thornton Wilder Journal,0
W4245894429,10.1097/01.hj.0000281795.15207.a4,MANUFACTURERS NEWS,2007,The Hearing Journal,0
W4402902801,10.4103/ijo.ijo_197_24,Quantum leap: Exploring uncharted territories in ophthalmology with a wink and a qubit,2024,Indian Journal of Ophthalmology,0
W2039933461,10.7245/0026-2005-41.1.38,Intoning the Male and Female Voices in a Novel by Eva Figes,2012,Michigan Academician,0
W4404785038,10.1525/jpms.2024.36.4.5,"Listening, Elsewhere and Otherwise",2024,Journal of Popular Music Studies,0
W4411929593,10.1111/anhu.70036,“Queer Sonic Fingerprint”—Listening to speculative queer relations in ethnographic collections,2025,Anthropology & Humanism,0
W2333470436,10.1097/01.hj.0000403507.95712.4a,Environmental design enhances hearing rehabilitation,2011,The Hearing Journal,0
W4214935183,10.1097/01.hj.0000314725.18489.de,MANUFACTURERS NEWS,2008,The Hearing Journal,0
W3114463789,10.29038/eejpl.2017.4.2.got,A Neurocognitive Perspective on Language Acquisition in Ullman’s DP Model,2017,East European Journal of Psycholinguistics,0
W4241669624,10.5325/eugeoneirevi.33.1.0126,Review,2012,The Eugene O Neill Review,0
W4379879479,10.5406/21567417.67.2.03,"Seeger Lecture, Society for Ethnomusicology Virtual Meeting 2021",2023,Ethnomusicology,0
W7128432046,10.1162/comj.a.687,Sound and Video Anthology: Program Notes,2024,Computer Music Journal,0
W4408422090,10.5406/15549399.57.4.05,"Bringing the Yankee Home: A Gay Mormon, Three Decades on",2024,Dialogue A Journal of Mormon Thought,0
W2327975396,10.1097/01.hj.0000405462.70270.bb,Loud vs. intense: Three ways to delude the musician,2011,The Hearing Journal,0
W4409332713,10.1093/musqtl/gdaf002,Evoking Joan of Arc’s Soundworld in Jacques Rivette’s <i>Jeanne la Pucelle</i> (1994): Authenticity versus Cinematic Musical Convention,2024,The Musical Quarterly,0
W4408224910,10.5406/19452349.41.4.04,"Community, Morality, and Diegetic Music in <i>Little House on the Prairie</i>",2023,American Music,0
W4390661936,10.1162/pajj_a_00698,Reckoning with Wreckage: The Work of Nancy Tam,2024,PAJ A Journal of Performance and Art,0
W4400109693,10.1093/screen/hjae018,Visibility displaced: lesbian aurality and disruptive self-naming in <i>Sukkar banat/Caramel</i> and <i>Three Centimetres</i>,2024,Screen,0
W7160486616,10.1002/imo2.70099,The mediating roles of gut microbiota in the associations of air pollution and meteorological factors with metabolic syndrome,2026,iMetaOmics.,0
W4410110792,10.5406/19405103.57.3.03,"Twain's Olfactory Gags: Realist Atmospheres, Fermentation, and the Necrobiome",2025,American Literary Realism,0
W4380090295,10.1093/oq/kbad003,Rehearsing Callas,2021,The Opera Quarterly,0
W7167733232,10.3389/feart.2026.1868566,A global dataset of fluid-based pre-seismic anomalies in crustal environments,2026,Frontiers in Earth Science,0
W4382602860,10.1093/litimag/imad006,Hopkins’s Clouded Judgment,2023,Literary Imagination,0
W4375825538,10.1111/milt.12428,<i>Paradise Regained</i> and the Prospects of Enlightenment,2022,Milton Quarterly,0
W4396856470,10.1162/pajj_a_00708,The Theatre of Your Mind &amp;#x2028;(For Real),2024,PAJ A Journal of Performance and Art,0
W4233273246,10.1063/1.2405596,New books,2005,Physics Today,0
