no,cluster,outcome_measure,comparison,statistic_type,values_verbatim,n_info,location,quote,computable
480,other,Acoustic comfort (5-point scale),"Pearson correlation with crowd density, by street / function / season",correlation,"R = -0.647 (Di), -0.669 (Sp), -0.659 (Pe), 0.697 (Central Avenue summer), 0.658 (Central Avenue winter); all Sig = 0.000; R2 = 0.448 Kuan Alley and 0.485 Central Avenue","questionnaire N = 5153 (Kuan Alley 3030, Central Avenue 2123)",Table 4 and Section 3.1.3,"when crowd density increased, the value of acoustic comfort decreased in Kuan Alley",NO
480,reverse-acoustic,Sound pressure level as a function of conversation behaviour (number of talkers),Pearson correlation between number of talkers and SPL,correlation,"R = 0.721 (Di), 0.541 (Sp), 0.680 (Pe), 0.670 (Central Avenue summer), 0.606 (Central Avenue winter); all Sig = 0.000; linear regression R2 range 0.292-0.520 (p < 0.001)",n per correlation not stated; crosstab total = 475 measurements,Table 5 and Section 4,the results demonstrated a positive association between the number of talkers and the sound pressure level,NO
480,reverse-acoustic,Slope of sound pressure level and loudness on crowd density,winter vs summer (Central Avenue),regression,"SPL increase per 0.1 persons/m2: 1.3 dBA in winter, 2.2 dBA in summer; R2 = 0.470 winter, 0.505 summer; winter 1.6 dBA higher than summer over 0-0.3 persons/m2 and 0.2 dBA lower over 0.3-0.4 persons/m2; loudness 0.87 sone higher in winter",18 survey days in Central Avenue; n per regression not stated,Section 3.2.2 and Conclusions,"When the crowd density increased by 0.1 persons/m2, the level of sound pressure in winter increased by 1.3 dBA",NO
480,social,"Slope of number of talkers on crowd density, by commercial function",Di (dining) vs Sp (shopping) vs Pe (performance) zone,regression,"per 0.1 persons/m2 the number of talkers increased by 3.4 persons in the Pe zone, 3.4 persons in the Di zone and 3.6 persons in the Sp zone; zones not significantly different (p > 0.1); Di zone linear regression R2 = 0.727, p < 0.001",18-21 video groups per zone; Kuan Alley questionnaire N = 3030,Section 3.3.1 and Conclusions,the number of talkers increased by 3.4 persons in the Pe zone,NO
480,social,Number of talkers difference between semi-open and closed shop frontages,Kuan Alley (semi-open) vs Central Avenue (closed) at equal crowd density,regression,"Central Avenue exceeded Kuan Alley by 6.5 talkers at 0.1 persons/m2 and by 19.7 talkers at 0.3 persons/m2; average deviation 13.0 persons; R2 = 0.519 Kuan Alley, 0.716 Central Avenue (p < 0.001)",n per regression not stated; questionnaire N = 5153,Section 3.1.1 and Conclusions,the number of talkers in Central Avenue was 6.5 more talkers than in Kuan Alley,NO
480,reverse-acoustic,Sound pressure level and loudness by commercial function zone,Di vs Sp vs Pe zone over crowd density 0-0.4 persons/m2,regression,"SPL range Di 68-77 dBA, Sp 70-75 dBA, Pe 71-77 dBA; at 0.1 persons/m2 Pe higher than Di by 2.9 dBA and Sp by 1.0 dBA; at 0.3 persons/m2 Pe higher by 2.8 dBA (Di) and 1.7 dBA (Sp); R2 = 0.638 (Di), 0.527 (Sp), 0.621 (Pe); loudness Pe higher than Di by 1.83 sone and Sp by 1.12 sone",n per regression not stated,Section 3.3.2,the sound pressure level in the Pe zone was higher than that in the Di zone (2.9 dBA),NO
480,reverse-acoustic,Cross-tabulation of number of talkers against sound pressure level band,bands 68-70 / 70-72 / 72-74 / 74-76 dBA by talker count band,percent,"0-10 persons: 25 (13.9%), 65 (36.1%), 66 (36.7%), 24 (13.3%), total 180; 10-20 persons: 7 (3.6%), 59 (30.4%), 83 (42.8%), 45 (23.2%), total 194; 20-30 persons: 3 (3.9%), 19 (25.0%), 35 (46.1%), 19 (25.0%), total 76; 30-40 persons: 0 (0%), 2 (8.0%), 18 (72.0%), 5 (20.0%), total 25; overall total 475 (p < 0.001)",total 475 measurements (180/194/76/25),Table 6,"as the number of talkers increased, the data in the range of 68-70 dBA and 70-72 dBA followed a decreasing trend",YES
480,other,Acoustic comfort predicted by contextual and acoustic factors (multiple logistic regression),shop openness / season / commercial function / crowd density / talkers / SPL / loudness,test_stat,shop openness chi2 = 12.103 df = 3 p = 0.007; season chi2 = 1.725 df = 3 p = 0.631; commercial function chi2 = 31.320 df = 6 p = 0.000; crowd density chi2 = 94.659 df = 9 p = 0.000; number of talkers chi2 = 17.291 df = 12 p = 0.139; sound pressure level chi2 = 10.249 df = 12 p = 0.594; loudness chi2 = 3.939 df = 9 p = 0.915,N entering the model not stated; questionnaire N = 5153,Table 7,"some factors, such as shop openness, commercial function, and crowd density, were significantly correlated with acoustic comfort",NO
480,other,Acoustic comfort level values (5-point scale) by season and by zone,winter vs summer; Di vs Sp vs Pe zone,means_sd,acoustic comfort higher than 3.0 for crowd density 0.15-0.3 persons/m2 in winter and up to 3.4 in summer; Pe zone highest value 3.3; Pe higher than Di by 0.2-0.4 and than Sp by 0.3-0.4 at 0.1-0.3 persons/m2; no SD reported,questionnaire N = 5153,"Sections 3.2.3, 3.3.3 and Conclusions",acoustic comfort in the Pe zone was highest among these three zones and the value was 3.3,NO
481,movement,Mean walking speed of passing-by behaviour in an urban square (m/s),"background music (pop, 120 bpm, 88-90 dBA) vs no music",means_sd,"without music mean = 1.30 m/s (min 1.09, max 1.57); with music mean = 1.30 m/s (min 1.06, max 1.59); independent-samples T-test t = -0.208, p = 0.836, effect size = 0.032; gender T-test t = 0.132, p = 0.732, effect size = 0.051",51 passing-by samples collected; 24 without music (12M/12F) and 24 with music (12M/12F) randomly selected for T-test; power 0.60,"Results, Effects of Music on Movement Behavior: Passing by - Speed",The mean speed of the passing by behavior in the square with music was generally not significantly different,YES
481,movement,Path of passing-by behaviour (route choice share and covered area),music vs no music,percent,"without music 79.2% short path, 20.8% longer path, 8.3% near the edge of the square, area about 1436 m2; with music 87.5% short path, 0% near the edge, 12.5% passing close to the sound source, area about 876 m2; independent-samples T-test t = 0.848, p = 0.018, effect size = 0.412",24 without music and 24 with music,"Results, Effects of Music on Movement Behavior: Passing by - Path; Figure 4",the presence of music caused people to be more centralized and walk closer to the sound source,YES
481,movement,Mean walking speed of walking-around behaviour in the square (m/s),music vs no music (four path categories merged),means_sd,"without music mean = 1.43 m/s (min 1.15, max 1.74); with music mean = 1.14 m/s (min 0.93, max 1.49); Table 1 S0 mean = 1.4300 SD = 0.16733 and S1 mean = 1.1403 SD = 0.17839; abstract reports 0.296 m/s slower, discussion 0.29 m/s; gender T-test t = 0.211, p = 0.932, effect size = 0.005",84 walking-around samples collected; 40 with music (20M/20F) and 40 without music (20M/20F) used; power 0.77,"Results, Walking Around Behavior - Speed; Table 1",The mean speed of the paths for walking around behavior in the square was 1.14 m/s,YES
481,movement,Walking-around speed by path category (ANOVA for music effect),"with vs without music within each of four paths a, b, c, d",test_stat,"ANOVA p = 0.010 (a), 0.000 (b), 0.002 (c), 0.002 (d); effect size = 0.317 (a), 0.539 (b), 0.425 (c), 0.410 (d); Table 1 F = 8.339 (Sa), 21.037 (Sb), 13.300 (Sc), 12.503 (Sd); Sa mean 1.2835 SD 0.21607, Sb 1.3075 SD 0.25367, Sc 1.2620 SD 0.20776, Sd 1.2875 SD 0.23637",10 samples per path per condition (40 with music and 40 without in total),"Results, Walking Around Behavior - Speed; Table 1",the speed of the paths in walking around behavior with background music was significantly slower than without background music,YES
481,space-use,Area covered by walking-around paths (m2),"with vs without music, four path categories",means_sd,"without music 1535 (a), 3024 (b), 4668 (c), 5259 m2 (d); with music 1038 (a), 1973 (b), 4311 (c), 5338 m2 (d); reductions 32.36% (a), 30.74% (b), 7.66% (c), 4.30% (d); ANOVA p = 0.000 (a and b), 0.165 (c), 0.489 (d); effect size 0.592 (a), 0.529 (b), 0.104 (c), 0.027 (d); Table 1 Aa 1286.7890 SD 350.52975 F 20.195, Ab 2498.7895 SD 700.22086 F 26.140",10 samples per path per condition; 40 vs 40 total,"Figure 6A, Table 1 and body text","there were significant differences in areas at categories a and b, with ANOVA p = 0.000",YES
481,space-use,Perimeter of walking-around paths (m),"with vs without music, four path categories",means_sd,"without music 137 (a), 181 (b), 252 (c), 274 m (d); with music 113 (a), 160 (b), 243 (c), 278 m (d); reductions 17.34% (a), 15.14% (b), 3.68% (c), 1.54% (d); ANOVA p = 0.000 (a), 0.006 (b), 0.296 (c), 0.249 (d); effect size 0.621 (a), 0.355 (b), 0.060 (c), 0.073 (d); Table 1 Pa 125.2505 SD 15.48015 F 29.500, Pb 171.1615 SD 17.66377 F 9.909",10 samples per path per condition; 40 vs 40 total,"Figure 6B, Table 1 and body text","there were significant differences in perimeters at categories a and b, with ANOVA p = 0.000 (a) and 0.006 (b)",YES
481,staying,Crowd density of sitting behaviour as a function of distance from the music source,with music vs without music (linear regression on distance),regression,"with music R2 = 0.404 (0-10 persons), 0.875 (11-20 persons), 0.785 (21-30 persons), p < 0.001; without music R2 = 0.014, 0.012, 0.021, p > 0.1; density fell 0.12 persons/m2 per 5 m (0-10 persons) and 0.28 persons/m2 per 5 m (20-30 persons)",123 sitting samples collected; 60 with music and 60 without music used; power 0.87; number of distance points per regression not stated,"Results, Sitting Behavior; Figure 8","sitting behavior increased with decreasing distance away from the music sound source, with linear regression R2 of 0.404",NO
481,staying,Crowd density of sitting behaviour by distance band (persons/m2),"with vs without music at 15-20 m, 25-30 m, 35-40 m from source",means_sd,"with music 0-10 persons: 0.89 (15-20 m), 0.56 (25-30 m), 0.41 (35-40 m); 11-20 persons: about 1.82 (15-20 m); 21-30 persons: about 2.95 (15-20 m); without music about 0.46, 1.27 and 1.96 persons/m2 within 15-20 m and generally the same at 25-30 and 35-40 m; at 20-30 persons density 0.99 persons/m2 higher with music at 15-20 m and 0.99 lower at 35-40 m; no SD reported",60 samples with music and 60 without,"Results, Sitting Behavior; Figure 8",the crowd densities were 0.89 persons/m2 within 15-20 m of the music sound source,NO
481,other,Acoustic exposure: sound field of the square with and without music,background vs music condition and distance attenuation,means_sd,"background sound pressure level 56.7 dB without music; 88.3 dB at 2 m from the source with music (31.6 dB higher); attenuation 18.3 dB from 2 to 12 m, 6.4 dB from 12 to 24 m, 3.4 dB from 24 to 36 m; music level 88-90 dBA, familiar pop song at 120 bpm; crowd density less than 0.05/m2","site 100 m x 70 m (about 7000 m2), Harbin","Materials and Methods, Sound Source and Measurement of Sound Environment; Figure 2","the sound pressure level at 2 m away from the music sound source was 88.3, or 31.6 dB higher",NO
481,other,Statistical power of the behaviour samples,passing by vs walking around vs sitting,test_stat,"passing by power = 0.60, p = 0.04 with effect size 0.6; walking around power = 0.77, p = 0.03 with effect size 0.6; sitting power = 0.87, p = 0.01 with effect size 0.6",48 / 80 / 120 samples respectively,Statistical Analysis of Crowd Behaviors,"the power of samples for passing by behavior is 0.60, p = 0.04 with effect size 0.6",YES
492,social,"Soundscape evaluations (disruption, stimulation, suitability) on 5-point Likert items","Kruskal-Wallis across categories of level of social interaction, frequency of use, familiarity, location, age",test_stat,"chi-square values - level of social interaction: disruption 1.668, stimulation 0.739, suitability 3.523 (p < 0.1); frequency of use: 2.270, 5.849, 13.066 (p < 0.05); familiarity with what is heard: 4.027, 2.222, 11.230 (p < 0.05); location: 17.897 (p < 0.05), 2.543, 9.474 (p < 0.05); age: 0.416, 0.547, 4.547 (p < 0.05)","N = 188 questionnaires; socially interactive 127 (67.6%), solitary 61 (32.4%); 665 behavioural mapping points",Table 5,"there was a significant difference in suitability rating for all independent variables, albeit a weak significance for level of social interaction",YES
492,social,Soundscape evaluations compared between solitary and socially interactive users within subgroups,Mann-Whitney U by frequency of use / familiarity / location / age / gender,test_stat,"first visit: stimulation U = 34.500 p < 0.05 (mean rank SI 17.50 vs solitary 8.93), suitability U = 34.500 p < 0.05; at least once a week: stimulation U = 74.000 p < 0.1; high familiarity: disruption U = 197.000 p < 0.1 (SI 26.98 vs solitary 35.85); Sarphatipark: disruption U = 447.000 p < 0.05 (39.10 vs 51.15) and suitability U = 418.500 p < 0.05 (45.36 vs 31.43); older than 35: disruption U = 189.000 p < 0.1 and stimulation U = 177.000 p < 0.1","N = 188; first visit n = 30, few times per year 70, monthly 58, weekly 30; Sarphatipark 83, Oosterpark 81, Frederiksplein 24",Table 6,"socially interactive respondents have significantly higher stimulation ratings than solitary respondents (U = 34.500, p < 0.05)",YES
492,social,"Share of respondents by soundscape rating level, split by level of social interaction",solitary vs socially interactive,percent,high or very high disruption: solitary 11% vs socially interactive 1%; very low or low stimulation: solitary 36% vs socially interactive 28%; high or very high suitability: solitary 54% vs socially interactive 72%,"solitary n = 61, socially interactive n = 127 (N = 188)",Figure 4 and Quantitative Results text,"11% of solitary respondents evaluated their soundscapes as highly or very highly disruptive, compared to 1% of socially interactive respondents",YES
492,social,Overall distribution of soundscape evaluations (whole sample),whole-sample distribution across 5 rating levels,percent,"disruption: 111 (59%) very low, 58 (30.9%) low, 11 (5.9%) medium, 8 (4.3%) high, 0 very high; stimulation: 29 (15.4%), 29 (15.4%), 68 (36.2%), 47 (25%), 15 (8%); suitability: 11 (5.9%), 11 (5.9%), 41 (21.8%), 80 (42.6%), 45 (23.9%)","N = 188 (Oosterpark 81, Sarphatipark 83, Frederiksplein 24)",Table 4,the vast majority of respondents (86%) evaluated their soundscapes as having low or very low disruption values,YES
494,movement,Frequency with which walking activity is disturbed by noise (0-4 scale),mean level and Kendall tau-b correlation with overall noise annoyance and noise sensitivity,means_sd,"Walking mean = 0.8, median = 1; correlation with overall noise annoyance R = 0.41 (p <= 0.001); with noise sensitivity R = 0.17 (p <= 0.05); no SD reported","N = 182 completed questionnaires (7 green spaces, Caceres, Spain)",Table 7,"The most affected activities are walking and talking, which coincide with the activities most frequently performed by users",YES
494,social,Frequency with which talking is disturbed by noise and conversation-related actions (0-4 scale),mean level and Kendall tau-b correlation with overall noise annoyance,means_sd,"Talking affected mean = 1.1, median = 1, R = 0.41 (p <= 0.001), sensitivity 0.14 (p <= 0.05); Interrupting the conversation mean = 1.2, median = 1, R = 0.49 (p <= 0.001), sensitivity 0.17; Increasing conversation volume mean = 0.3, median = 0, R = 0.02 non-significant; no SD reported",N = 182,Table 7,the action most frequently induced among users by noise is interruption of conversations,YES
