tier,route,freq,doi,year,journal,cited_by,title
T2,forward,1,10.1289/ehp6729,2020,Environmental Health Perspectives,73,The Association between Residential Green Space in Childhood and Development of Attention Deficit Hyperactivity Disorder: A Population-Based Cohort Study
T2,forward,1,10.3813/aaa.919073,2017,Acta acustica united with Acustica,72,Modeling Soundscape Pleasantness Using perceptual Assessments and Acoustic Measurements Along Paths in Urban Context
T2,forward,1,10.1016/j.jort.2023.100621,2023,Journal of Outdoor Recreation and Tourism,65,"National forest park visitors’ connectedness to nature and pro-environmental behavior: The effects of cultural ecosystem service, place and event attachment"
T2,forward,1,10.1121/1.3621180,2011,The Journal of the Acoustical Society of America,61,Urban road traffic noise and annoyance: The effect of a quiet façade
T2,forward,1,10.1016/j.apacoust.2021.108600,2022,Applied Acoustics,58,Relationships between landscape characteristics and the restorative quality of soundscapes in urban blue spaces
T2,forward,1,10.1016/j.landurbplan.2022.104617,2022,Landscape and Urban Planning,55,Developing a Multi-sensory Public Participation GIS (MSPPGIS) method for integrating landscape values and soundscapes of urban green infrastructure
T2,forward,1,10.1016/j.apgeog.2018.02.017,2018,Applied Geography,55,The influence of vegetation and surrounding traffic noise parameters on the sound environment of urban parks
T2,forward,1,10.1007/s11356-019-04640-1,2019,Environmental Science and Pollution Research,55,Traffic noise exposure of high-rise residential buildings in urban area
T2,forward,1,10.1016/j.buildenv.2021.107688,2021,Building and Environment,54,A mixed-reality approach to soundscape assessment of outdoor urban environments augmented with natural sounds
T2,forward,1,10.1016/j.ijgeop.2022.11.002,2022,International Journal of Geoheritage and Parks,53,Explaining littering prevention among park visitors using the Theory of Planned Behavior and Norm Activation Model
T2,forward,1,10.3390/ijerph10062258,2013,International Journal of Environmental Research and Public Health,53,Road Traffic Noise and Annoyance: A Quantification of the Effect of Quiet Side Exposure at Dwellings
T2,forward,1,10.1121/1.5079310,2018,The Journal of the Acoustical Society of America,52,Improving the soundscape quality of urban areas exposed to aircraft noise by adding moving water and vegetation
T2,forward,1,10.1121/10.0008928,2021,The Journal of the Acoustical Society of America,49,Investigating urban soundscapes of the COVID-19 lockdown: A predictive soundscape modeling approach
T2,forward,1,10.1016/j.jtrangeo.2022.103435,2022,Journal of Transport Geography,48,Residential and workplace neighborhood environments and life satisfaction: Exploring chain-mediation effects of activity and place satisfaction
T2,forward,1,10.1016/j.scitotenv.2022.159406,2022,The Science of The Total Environment,47,Effects of noise on pedestrians in urban environments where road traffic is the main source of sound
T2,forward,1,10.3390/land11081128,2022,Land,44,Green Space for Mental Health in the COVID-19 Era: A Pathway Analysis in Residential Green Space Users
T2,forward,1,10.1016/j.jenvman.2019.109722,2019,Journal of Environmental Management,43,Characteristics and evaluation of urban soundscapes worthy of preservation
T2,forward,1,10.3390/f12101380,2021,Forests,42,Electroencephalography (EEG)-Based Neural Emotional Response to the Vegetation Density and Integrated Sound Environment in a Green Space
T2,forward,1,10.1016/j.trd.2016.02.007,2016,Transportation Research Part D Transport and Environment,42,A study of relationships between traffic noise and annoyance for different urban site typologies
T2,forward,1,10.3390/ijerph16050840,2019,International Journal of Environmental Research and Public Health,42,An Investigation of Soundscape Factors Influencing Perceptions of Square Dancing in Urban Streets: A Case Study in a County Level City in China
T2,forward,1,10.3390/app10062102,2020,Applied Sciences,41,Using Virtual Soundwalk Approach for Assessing Sound Art Soundscape Interventions in Public Spaces
T2,forward,1,10.1016/j.apacoust.2017.06.006,2017,Applied Acoustics,39,A method for assessing soundscape in urban parks based on the service quality measurement models
T2,forward,1,10.3846/16486897.2014.911181,2014,Journal of Environmental Engineering and Landscape Management,38,"LANDSCAPE SPATIAL PATTERN INDICES AND SOUNDSCAPE PERCEPTION IN A MULTI-FUNCTIONAL URBAN AREA, GERMANY"
T2,forward,1,10.1016/j.ufug.2024.128291,2024,Urban forestry & urban greening,37,How does visual environment affect outdoor jogging behavior? Insights from large-scale city images and GPS trajectories
T2,forward,1,10.1016/j.ecolind.2023.110725,2023,Ecological Indicators,36,"Soundscape diversity: Evaluation indices of the sound environment in urban green spaces – Effectiveness, role, and interpretation"
T2,forward,1,10.1016/j.compenvurbsys.2024.102204,2024,Computers Environment and Urban Systems,35,Machine-based understanding of noise perception in urban environments using mobility-based sensing data
T2,forward,1,10.3390/ijgi9100586,2020,ISPRS International Journal of Geo-Information,35,Urban Green Accessibility Index: A Measure of Pedestrian-Centered Accessibility to Every Green Point in an Urban Area
T2,forward,1,10.3813/aaa.918726,2014,Acta acustica united with Acustica,35,Birdsong As an Element of the Urban Sound Environment: A Case Study Concerning the Area of Warnemünde in Germany
T2,forward,1,10.1016/j.scs.2024.105929,2024,Sustainable Cities and Society,35,Healthy urban blue space design: Exploring the associations of blue space quality with recreational running and cycling using crowdsourced data
T2,forward,1,10.1007/s11356-020-11190-4,2020,Environmental Science and Pollution Research,34,Exposure to the road traffic noise in an urban complex in Greece: the quantification of healthy life years lost due to noise-induced annoyance and noise-induced sleep disturbances
T2,forward,1,10.3390/land10010066,2021,Land,34,Evaluation of Soundscapes in Urban Parks in Olsztyn (Poland) for Improvement of Landscape Design and Management
T2,forward,1,10.1016/j.scs.2019.101706,2019,Sustainable Cities and Society,33,Cognitive persistence of soundscape in urban parks
T2,forward,1,10.1057/s41599-024-03251-7,2024,Humanities and Social Sciences Communications,33,Historical sensing: the spatial pattern of soundscape occurrences recorded in poems between the Tang and the Qing Dynasties amid urbanization
T2,forward,1,10.1038/s41598-024-67812-1,2024,Scientific Reports,32,Effects of different natural soundscapes on human psychophysiology in national forest park
T2,forward,1,10.3390/land10050459,2021,Land,32,Environmental Features Influence Walking Speed: The Effect of Urban Greenery
T2,forward,1,10.3390/ijerph15051036,2018,International Journal of Environmental Research and Public Health,31,"Home as a Place of Noise Control for the Elderly? A Cross-Sectional Study on Potential Mediating Effects and Associations between Road Traffic Noise Exposure, Access to a Quiet Side, Dwelling-Related Green and Noise Annoyance"
T2,forward,1,10.3389/fevo.2022.804443,2022,Frontiers in Ecology and Evolution,31,Changes in Green Space Use During a COVID-19 Lockdown Are Associated With Both Individual and Green Space Characteristics
T2,forward,1,10.3389/fpubh.2022.955077,2022,Frontiers in Public Health,31,Analysis of the impact of urban summer high temperatures and outdoor activity duration on residents' emotional health: Taking hostility as an example
T2,forward,1,10.3390/su141610306,2022,Sustainability,31,"Walkable Cities: Using the Smart Pedestrian Net Method for Evaluating a Pedestrian Network in Guimarães, Portugal"
T2,forward,1,10.1121/1.4904555,2015,The Journal of the Acoustical Society of America,29,Describing and classifying urban sound environments with a relevant set of physical indicators
T2,forward,1,10.1016/j.scs.2021.103259,2021,Sustainable Cities and Society,29,Compatibility of quantitative and qualitative data-collection protocols for urban soundscape evaluation
T2,forward,1,10.1080/09640568.2013.859129,2013,Journal of Environmental Planning and Management,29,"Objective exposure to road traffic noise, noise annoyance and self-rated poor health – framing the relationship between noise and health as a matter of multiple stressors and resources in urban neighbourhoods"
T2,forward,1,10.3390/ijerph15040815,2018,International Journal of Environmental Research and Public Health,29,"How Urban Parks Offer Opportunities for Physical Activity in Dublin, Ireland"
T2,forward,1,10.1016/j.eiar.2020.106399,2020,Environmental Impact Assessment Review,24,Spatial variations in pedestrian soundscape evaluation of traffic noise
T2,forward,1,10.1016/j.apacoust.2021.107932,2021,Applied Acoustics,23,"Acoustic environment of comprehensive activity spaces in nursing homes: A case study in Harbin, China"
T2,forward,1,10.1016/j.envres.2021.111303,2021,Environmental Research,23,Variability of traffic noise pollution levels as a function of city size variables
T2,forward,1,10.1098/rsos.201808,2021,Royal Society Open Science,23,A paradox of traffic and extra cars in a city as a collective behaviour
T2,forward,1,10.1016/j.ecolind.2022.109437,2022,Ecological Indicators,23,Assessing the effect of human activities on biophony in urban forests using an automated acoustic scene classification model
T2,forward,1,10.1109/taffc.2023.3247914,2023,IEEE Transactions on Affective Computing,23,ARAUS: A Large-Scale Dataset and Baseline Models of Affective Responses to Augmented Urban Soundscapes
T2,forward,1,10.1177/2399808320965243,2020,Environment and Planning B Urban Analytics and City Science,23,The effects of activity-related contexts on individual sound exposures: A time–geographic approach to soundscape studies
T2,forward,1,10.3813/aaa.918848,2015,Acta acustica united with Acustica,23,On the Relationship between Traffic Noise Resistance and Urban Morphology in Low-Density Residential Areas
T2,forward,1,10.3390/buildings12122248,2022,Buildings,22,"Impacts of Micro-Scale Built Environment Features on Tourists’ Walking Behaviors in Historic Streets: Insights from Wudaoying Hutong, China"
T2,forward,1,10.1016/j.scitotenv.2017.04.229,2017,The Science of The Total Environment,22,Decomposing an urban soundscape to reveal patterns and drivers of variation in anthropogenic noise
T2,forward,1,10.1016/j.buildenv.2025.112597,2025,Building and Environment,22,"Reclaiming winter: How visual, thermal, and acoustic comfort shape psychological restoration in severe cold urban parks"
T2,forward,1,10.3390/urbansci9020046,2025,Urban Science,22,Enhancing Urban Mobility for All: The Role of Universal Design in Supporting Social Inclusion for Older Adults and People with Disabilities
T2,forward,1,10.1016/j.apacoust.2020.107474,2020,Applied Acoustics,21,Comparing the effects of visibility of different neighborhood greenery settings on the preference ratings and noise annoyance responses to road traffic noises
T2,forward,1,10.1016/j.envres.2020.110055,2020,Environmental Research,21,Evaluation of exposure to road traffic noise: Effects of microphone height and urban configuration
T2,forward,1,10.3389/fpsyg.2020.570797,2020,Frontiers in Psychology,21,A Tale of Three Misters: The Effect of Water Features on Soundscape Assessments in a Montreal Public Space
T2,forward,1,10.1016/j.scitotenv.2021.148541,2021,The Science of The Total Environment,21,Development and application of practical criteria for the recognition of potential Health Restoration Soundscapes (HeReS) in urban greenspaces
T2,forward,1,10.1080/13549839.2018.1428791,2018,Local Environment,21,The relation between objective and subjective exposure to traffic noise around two suburban highway viaducts in Ghent: lessons for urban environmental policy
